Booking ID,Customer ID,Customer Name,Booking Type,Booking Date,Status,Time Slot,Duration(mins),Price,Facility
ebf9,fb7b,Customer 900,Birthday Party,2025-04-04,Confirmed,05:00 PM,45,68,Play Area
ca6a,7f26,Customer 901,Facility,2025-05-04,Pending,10:00 AM,45,95,Party Room
82b0,e1ef,Customer 902,Facility,2025-04-11,Confirmed,04:00 PM,90,255,Play Area
5e1b,1d86,Customer 903,Class,2025-04-01,Confirmed,11:00 AM,45,276,No Facility
b08b,26e3,Customer 904,Birthday Party,2025-05-05,Pending,01:00 PM,120,287,Play Area
97e6,622c,Customer 905,Birthday Party,2025-04-13,Pending,04:00 PM,120,159,Party Room
6aff,f656,Customer 906,Facility,2025-03-25,Confirmed,02:00 PM,84,92,Play Area
83ed,e96a,Customer 907,Facility,2025-05-18,Pending,12:00 PM,90,237,Play Area
3f99,719c,Customer 908,Facility,2025-04-22,Confirmed,04:00 PM,120,0,Party Room
ab86,db41,Customer 909,Facility,2025-06-05,Pending,11:00 AM,120,232,Play Area
6f04,b493,Customer 910,Class,2025-04-19,Confirmed,04:00 PM,120,289,No Facility
0072,aa18,Customer 911,Facility,2025-05-18,Pending,02:00 PM,120,79,Party Room
cd5a,873c,Customer 912,Facility,2025-04-28,Pending,02:00 PM,84,0,Play Area
3c6f,94ee,Customer 913,Class,2025-06-11,Confirmed,02:00 PM,84,0,No Facility
fee3,7539,Customer 914,Facility,2025-06-01,Pending,12:00 PM,90,200,Play Area
99c7,13f1,Customer 915,Facility,2025-06-06,Confirmed,01:00 PM,90,215,Party Room
500b,bdbe,Customer 916,Class,2025-06-07,Confirmed,01:00 PM,45,105,No Facility
0c04,dde7,Customer 917,Facility,2025-06-15,Pending,02:00 PM,45,269,Play Area
23f1,a50c,Customer 918,Class,2025-04-07,Confirmed,11:00 AM,45,0,No Facility
45cc,4ec8,Customer 919,Birthday Party,2025-04-14,Confirmed,10:00 AM,45,263,Party Room
0c00,adac,Customer 920,Birthday Party,2025-05-28,Pending,11:00 AM,120,101,Party Room
d9ad,8c09,Customer 921,Birthday Party,2025-04-19,Pending,03:00 PM,90,288,Play Area
2de4,6995,Customer 922,Facility,2025-05-26,Pending,10:00 AM,120,16,Play Area
4573,20f7,Customer 923,Birthday Party,2025-03-26,Confirmed,02:00 PM,120,0,Play Area
a51c,62ab,Customer 924,Birthday Party,2025-04-03,Pending,02:00 PM,120,221,Play Area
d121,1ec3,Customer 925,Class,2025-05-18,Pending,12:00 PM,45,159,No Facility
dbd9,78a3,Customer 926,Birthday Party,2025-04-28,Pending,02:00 PM,84,232,Play Area
8835,47c0,Customer 927,Class,2025-05-09,Confirmed,10:00 AM,45,222,No Facility
bc06,11ce,Customer 928,Facility,2025-06-02,Pending,03:00 PM,120,93,Party Room
3d20,1f70,Customer 929,Class,2025-05-30,Confirmed,05:00 PM,120,38,No Facility
537a,8599,Customer 930,Facility,2025-05-24,Pending,02:00 PM,90,139,Party Room
2717,b405,Customer 931,Class,2025-05-13,Confirmed,05:00 PM,120,123,No Facility
5be6,d3c9,Customer 932,Class,2025-05-20,Confirmed,02:00 PM,84,195,No Facility
657d,53f6,Customer 933,Birthday Party,2025-06-08,Pending,02:00 PM,84,261,Play Area
7ecc,c1a0,Customer 934,Facility,2025-04-17,Pending,10:00 AM,120,23,Party Room
b190,476e,Customer 935,Facility,2025-05-14,Pending,05:00 PM,90,215,Play Area
8bd6,98cd,Customer 936,Birthday Party,2025-05-18,Pending,02:00 PM,84,227,Play Area
4666,fcf2,Customer 937,Class,2025-06-11,Confirmed,09:00 AM,90,242,No Facility
66a8,4983,Customer 938,Facility,2025-06-04,Confirmed,12:00 PM,45,148,Party Room
4492,744f,Customer 939,Birthday Party,2025-06-15,Pending,12:00 PM,45,151,Party Room
7552,79e2,Customer 940,Facility,2025-04-11,Pending,02:00 PM,84,252,Play Area
27bb,668e,Customer 941,Class,2025-05-11,Pending,02:00 PM,90,207,No Facility
62bb,63af,Customer 942,Facility,2025-05-29,Confirmed,10:00 AM,45,244,Play Area
368d,7a84,Customer 943,Facility,2025-03-27,Pending,03:00 PM,45,223,Party Room
bfd6,cfa1,Customer 944,Class,2025-06-07,Pending,10:00 AM,90,272,No Facility
9494,21fb,Customer 945,Birthday Party,2025-04-21,Confirmed,01:00 PM,120,252,Party Room
bca6,0b26,Customer 946,Birthday Party,2025-04-20,Pending,05:00 PM,90,24,Play Area
b5ae,5436,Customer 947,Class,2025-04-06,Confirmed,04:00 PM,120,161,No Facility
5ac3,ca2b,Customer 948,Facility,2025-05-01,Pending,11:00 AM,45,183,Play Area
63b9,02b9,Customer 949,Birthday Party,2025-05-05,Confirmed,09:00 AM,120,210,Party Room
5100,76cc,Customer 950,Facility,2025-05-12,Confirmed,02:00 PM,84,238,Party Room
7689,c35a,Customer 951,Facility,2025-05-19,Pending,01:00 PM,90,0,Play Area
6290,7f0e,Customer 952,Facility,2025-04-20,Confirmed,01:00 PM,45,0,Party Room
d184,d18b,Customer 953,Birthday Party,2025-05-15,Confirmed,03:00 PM,45,104,Play Area
5da6,a2f3,Customer 954,Facility,2025-04-10,Pending,12:00 PM,120,0,Party Room
c3dc,5777,Customer 955,Facility,2025-06-05,Pending,05:00 PM,90,148,Party Room
4204,c005,Customer 956,Birthday Party,2025-05-01,Pending,02:00 PM,84,49,Play Area
d608,b0f5,Customer 957,Facility,2025-05-31,Pending,12:00 PM,120,144,Play Area
209c,cd25,Customer 958,Class,2025-04-19,Confirmed,02:00 PM,84,0,No Facility
28d5,bd5b,Customer 959,Birthday Party,2025-04-25,Pending,02:00 PM,84,91,Party Room
8671,065a,Customer 960,Birthday Party,2025-04-28,Pending,02:00 PM,120,207,Party Room
7485,ddb2,Customer 961,Class,2025-03-28,Pending,10:00 AM,90,0,No Facility
8e60,b843,Customer 962,Class,2025-03-25,Confirmed,02:00 PM,90,115,No Facility
e60c,4768,Customer 963,Birthday Party,2025-05-18,Pending,09:00 AM,45,145,Play Area
fb16,2797,Customer 964,Facility,2025-04-06,Pending,01:00 PM,45,116,Play Area
71e3,d747,Customer 965,Birthday Party,2025-05-31,Confirmed,02:00 PM,84,146,Party Room
f2b0,2882,Customer 966,Class,2025-05-01,Confirmed,02:00 PM,84,0,No Facility
4fbb,df2c,Customer 967,Facility,2025-04-26,Pending,11:00 AM,90,45,Play Area
ab35,92a0,Customer 968,Birthday Party,2025-05-01,Pending,05:00 PM,90,174,Party Room
f961,940d,Customer 969,Birthday Party,2025-04-25,Pending,09:00 AM,90,180,Party Room
890e,7e14,Customer 970,Class,2025-04-04,Confirmed,12:00 PM,90,179,No Facility
efa8,7c2e,Customer 971,Class,2025-05-09,Confirmed,03:00 PM,45,51,No Facility
ca58,09d5,Customer 972,Class,2025-05-15,Pending,03:00 PM,90,21,No Facility
32c3,d245,Customer 973,Birthday Party,2025-04-16,Confirmed,05:00 PM,120,0,Party Room
7b6a,4f5f,Customer 974,Birthday Party,2025-04-05,Pending,02:00 PM,84,0,Party Room
9903,a502,Customer 975,Facility,2025-06-13,Pending,11:00 AM,45,61,Party Room
5fbc,8a63,Customer 976,Facility,2025-05-28,Confirmed,02:00 PM,120,296,Play Area
c33a,1c79,Customer 977,Facility,2025-03-30,Pending,02:00 PM,84,89,Play Area
4483,831b,Customer 978,Facility,2025-06-18,Pending,12:00 PM,45,166,Play Area
1222,96d8,Customer 979,Birthday Party,2025-04-19,Confirmed,04:00 PM,90,208,Party Room
a680,db1e,Customer 980,Class,2025-06-18,Confirmed,09:00 AM,45,290,No Facility
f4a0,dd56,Customer 981,Birthday Party,2025-05-06,Confirmed,02:00 PM,84,44,Play Area
e526,9750,Customer 982,Class,2025-05-29,Confirmed,04:00 PM,90,191,No Facility
3190,8583,Customer 983,Birthday Party,2025-06-02,Confirmed,03:00 PM,120,181,Party Room
69e7,37ad,Customer 984,Birthday Party,2025-04-30,Pending,09:00 AM,90,37,Play Area
f2d7,7de6,Customer 985,Class,2025-06-12,Confirmed,02:00 PM,120,189,No Facility
b01f,97cf,Customer 986,Class,2025-05-15,Confirmed,04:00 PM,120,64,No Facility
262f,7d53,Customer 987,Facility,2025-04-24,Pending,09:00 AM,120,103,Play Area
a503,3334,Customer 988,Facility,2025-05-24,Pending,02:00 PM,84,105,Play Area
2ff3,46da,Customer 989,Class,2025-03-25,Pending,02:00 PM,84,180,No Facility
3162,4cfe,Customer 990,Birthday Party,2025-06-06,Confirmed,03:00 PM,45,213,Play Area
b9c2,d048,Customer 991,Birthday Party,2025-04-17,Confirmed,03:00 PM,45,231,Party Room
51e6,c097,Customer 992,Class,2025-05-21,Confirmed,02:00 PM,84,237,No Facility
47ed,ba8b,Customer 993,Class,2025-06-10,Pending,12:00 PM,45,120,No Facility
73d4,b694,Customer 994,Class,2025-05-25,Pending,01:00 PM,90,0,No Facility
8ae3,c190,Customer 995,Class,2025-05-17,Pending,04:00 PM,45,142,No Facility
b45c,ea4a,Customer 996,Birthday Party,2025-05-04,Confirmed,02:00 PM,84,105,Party Room
633d,10cd,Customer 997,Class,2025-05-02,Confirmed,02:00 PM,84,119,No Facility
c552,623b,Customer 998,Facility,2025-04-04,Confirmed,05:00 PM,120,173,Party Room
09fb,e483,Customer 999,Facility,2025-05-11,Pending,12:00 PM,120,275,Party Room
552b,d8dd,Customer 1000,Facility,2025-05-05,Confirmed,04:00 PM,120,130,Play Area
